"ID","URL","Title","Slug","Lang","YoastTitle","YoastDesc","ContentPreview","Parent","Type"
"8308","https://enorpa.com/en/ametist-series/","Ametist Series &#8211; Hot Water Boiler","ametist-series",,"","","[vc_row type=&#8221;full_width_background&#8221; full_screen_row_position=&#8221;middle&#8221; column_margin=&#8221;default&#8221; column_direction=&#8221;default&#8221; column_direction_tablet=&#8221;default&#8221; column_direction_phone=&#8221;default&#8221; bg_color=&#8221;#5c6971&#8243; bg_image...","0","page"
"8320","https://enorpa.com/en/turkuaz-series/","Turkuaz Series","turkuaz-series",,"","","[vc_row type=&#8221;full_width_background&#8221; full_screen_row_position=&#8221;middle&#8221; column_margin=&#8221;default&#8221; column_direction=&#8221;default&#8221; column_direction_tablet=&#8221;default&#8221; column_direction_phone=&#8221;default&#8221; bg_color=&#8221;#5c6971&#8243; bg_image...","0","page"
"8328","https://enorpa.com/en/kalsedon-series/","Kalsedon Series","kalsedon-series",,"","","[vc_row type=&#8221;full_width_background&#8221; full_screen_row_position=&#8221;middle&#8221; column_margin=&#8221;default&#8221; column_direction=&#8221;default&#8221; column_direction_tablet=&#8221;default&#8221; column_direction_phone=&#8221;default&#8221; bg_color=&#8221;#5c6971&#8243; bg_image...","0","page"
"8338","https://enorpa.com/en/kuvars-series-single-combustion-chamber/","Kuvars Series (Single Combustion Chamber)","kuvars-series-single-combustion-chamber",,"","","[vc_row type=&#8221;full_width_background&#8221; full_screen_row_position=&#8221;middle&#8221; column_margin=&#8221;default&#8221; column_direction=&#8221;default&#8221; column_direction_tablet=&#8221;default&#8221; column_direction_phone=&#8221;default&#8221; bg_color=&#8221;#5c6971&#8243; bg_image...","0","page"
"8348","https://enorpa.com/en/kuvars-series-double-combustion-chamber/","Kuvars Series (Double Combustion Chamber)","kuvars-series-double-combustion-chamber",,"","","[vc_row type=&#8221;full_width_background&#8221; full_screen_row_position=&#8221;middle&#8221; column_margin=&#8221;default&#8221; column_direction=&#8221;default&#8221; column_direction_tablet=&#8221;default&#8221; column_direction_phone=&#8221;default&#8221; bg_color=&#8221;#5c6971&#8243; bg_image...","0","page"
"8359","https://enorpa.com/en/kuvars-ng-series/","Kuvars NG Series","kuvars-ng-series",,"","","[vc_row type=&#8221;full_width_background&#8221; full_screen_row_position=&#8221;middle&#8221; column_margin=&#8221;default&#8221; column_direction=&#8221;default&#8221; column_direction_tablet=&#8221;default&#8221; column_direction_phone=&#8221;default&#8221; bg_color=&#8221;#5c6971&#8243; bg_image...","0","page"
"8368","https://enorpa.com/en/turmalin-series/","Turmalin Series","turmalin-series",,"","","[vc_row type=&#8221;full_width_background&#8221; full_screen_row_position=&#8221;middle&#8221; column_margin=&#8221;default&#8221; column_direction=&#8221;default&#8221; column_direction_tablet=&#8221;default&#8221; column_direction_phone=&#8221;default&#8221; bg_color=&#8221;#5c6971&#8243; bg_image...","0","page"
"8379","https://enorpa.com/en/akuamarin-ks-series/","Akuamarin KS Series &#8211; Superheated Water Boiler","akuamarin-ks-series",,"","","[vc_row type=&#8221;full_width_background&#8221; full_screen_row_position=&#8221;middle&#8221; column_margin=&#8221;default&#8221; column_direction=&#8221;default&#8221; column_direction_tablet=&#8221;default&#8221; column_direction_phone=&#8221;default&#8221; bg_color=&#8221;#5c6971&#8243; bg_image...","0","page"
"8389","https://enorpa.com/en/turkuaz-ks-series/","Turkuaz Ks Series","turkuaz-ks-series",,"","","[vc_row type=&#8221;full_width_background&#8221; full_screen_row_position=&#8221;middle&#8221; column_margin=&#8221;default&#8221; column_direction=&#8221;default&#8221; column_direction_tablet=&#8221;default&#8221; column_direction_phone=&#8221;default&#8221; bg_color=&#8221;#5c6971&#8243; bg_image...","0","page"
"8396","https://enorpa.com/en/riello-2/","Riello","riello-2",,"","","[vc_row type=&#8221;full_width_background&#8221; full_screen_row_position=&#8221;middle&#8221; column_margin=&#8221;default&#8221; equal_height=&#8221;yes&#8221; content_placement=&#8221;middle&#8221; column_direction=&#8221;default&#8221; column_direction_tablet=&#8221;default&#8221; column_directi...","0","page"
"8400","https://enorpa.com/en/ecostar-2/","Ecostar","ecostar-2",,"","","[vc_row type=&#8221;full_width_background&#8221; full_screen_row_position=&#8221;middle&#8221; column_margin=&#8221;default&#8221; equal_height=&#8221;yes&#8221; content_placement=&#8221;middle&#8221; column_direction=&#8221;default&#8221; column_direction_tablet=&#8221;default&#8221; column_directi...","0","page"
"8404","https://enorpa.com/en/ecoflam-2/","Ecoflam","ecoflam-2",,"","","[vc_row type=&#8221;full_width_background&#8221; full_screen_row_position=&#8221;middle&#8221; column_margin=&#8221;default&#8221; equal_height=&#8221;yes&#8221; content_placement=&#8221;middle&#8221; column_direction=&#8221;default&#8221; column_direction_tablet=&#8221;default&#8221; column_directi...","0","page"
"8407","https://enorpa.com/en/single-wall-chimney/","Single Wall Chimney","single-wall-chimney",,"","","[vc_row type=&#8221;full_width_background&#8221; full_screen_row_position=&#8221;middle&#8221; column_margin=&#8221;default&#8221; equal_height=&#8221;yes&#8221; content_placement=&#8221;middle&#8221; column_direction=&#8221;default&#8221; column_direction_tablet=&#8221;default&#8221; column_directi...","0","page"
"8412","https://enorpa.com/en/double-walled-chimney/","Double Walled Chimney","double-walled-chimney",,"","","[vc_row type=&#8221;full_width_background&#8221; full_screen_row_position=&#8221;middle&#8221; column_margin=&#8221;default&#8221; equal_height=&#8221;yes&#8221; content_placement=&#8221;middle&#8221; column_direction=&#8221;default&#8221; column_direction_tablet=&#8221;default&#8221; column_directi...","0","page"
"8533","https://enorpa.com/ru/","Главная страница","%d0%b3%d0%bb%d0%b0%d0%b2%d0%bd%d0%b0%d1%8f-%d1%81%d1%82%d1%80%d0%b0%d0%bd%d0%b8%d1%86%d0%b0",,"","","[vc_row type=&#8221;full_width_content&#8221; full_screen_row_position=&#8221;middle&#8221; column_margin=&#8221;default&#8221; column_direction=&#8221;default&#8221; column_direction_tablet=&#8221;default&#8221; column_direction_phone=&#8221;default&#8221; scene_position=&#8221;center&#8221; text_c...","0","page"
"8950","https://enorpa.com/tr/blog-2/","Blog","blog-2",,"","","[vc_row type=&#8221;full_width_content&#8221; full_screen_row_position=&#8221;middle&#8221; column_margin=&#8221;default&#8221; column_direction=&#8221;default&#8221; column_direction_tablet=&#8221;default&#8221; column_direction_phone=&#8221;default&#8221; scene_position=&#8221;center&#8221; text_c...","0","page"
